review,Aspect
is wireless working,wireless
I was a bit concerned about setting up a wireless network because of the number of rooms through which the signal would have to travel to get to where we like to use the laptop,wireless
"The Linksys wireless router was quite clear about first running the CD, and about how to connect the various cables",wireless
I bought the netgear wireless router over cheaper alternatives because of its supposed higher quality,wireless
"Cons: After about 30 days, it constantly requires a power down to reset the wireless",wireless
I get low strength signal when I connect to this router through a wireless network card in my laptop,wireless
240  - Change the machine back to its original IP or DHCP  - Remove the cable and restart your wireless You could also just change the router from,wireless
"That said, the device does an excellent job of extending the range of wireless coverage once you configure static IP addresses",wireless
Whenever total bandwidth on all wireless devices (all channels combined) exceeds 2,wireless
"4 ghz wireless N, another connected to the 5 ghz wireless N, and a laptop connected to the 2",wireless
"The two desktops are currently connecting via a Linksys AE1000 dual band wireless N adapter, and the laptop is connected by a Gigabyte internal 2",wireless
"Worse yet, when I called Netgear tech support they had me jump through hoops for two hours over two different sessions just to change the basic wireless settings and executing power cycles on both the router and the modem",wireless
"I have not tested the USB ReadyShare feature, but if it works as advertised, it should prove useful to individuals who share a lot of computers and files over a household, or would like a simple wireless backup option",wireless
This router isn't bad if you don't use the wireless option or plan on using VPN,wireless
"But if the wireless option is poor, save yourself some bucks and get the much cheaper non-wireless version",wireless
"I upgraded from my 5 year old Linksys WRT54 G router, since the wireless didn't reach the upstairs back two bedrooms",wireless
"Needless to say, it was not compatible with my router, and refused to connect to my wireless network",wireless
I bought the wireless router in 2006,wireless
"I have used other Netgear wireless routers in the past with no issues, however this particular unit is highly problematic",wireless
"I bought this to replace a several year old ""B"" wireless/router that had finally given out",wireless
"(I was using the built-in laptop wireless, but that was my test, since various friends would use wireless in our house and wouldn't all have the exact brand of add-on laptop modem)",wireless
"Second, my main laptop had a strong signal in my office from the Linksys but the laptop never actually accessed the internet wirelessly, even after putting in all the passwords, 15-digit security keys, re-running set up software, etc etc",wireless
I wanted to go wireless so I bought the Linksys Wireless BEFW11S4,wireless
"After playing with the router for a few more hours I was finally able to get the wireless connection to work, but none the wired connections work",wireless
"I tried to connect this router into an output port of my 3Com router and connected my wired connections into the 3Com in an attempt to use the WRT54G just for wireless connection, this did not work",wireless
I purchased this router to use with a pc laptop (wireless) and a Mac connected via ethernet to the router,wireless
I ordered 2 WAP54G access points and 3 54G wireless PCI cards,wireless
"The only helpful suggestion they (including a supervisor) could come up with, was to buy the ""more advanced"" wireless version",wireless
I have the DGL-4300 and thought I'd try the DIR-655 to take advantage of the wireless-n built into my new Macbook Pro,wireless
I wanted to hook up three computers in my house to the internet and I also wanted something wireless,wireless
"My MSN Messenger would always disconnect, the wireless signal only a few meters away would be very poor one day, then great another, the port forwarding wouldn't work like it should, and then the router would completely disconnect from the internet about twice a day",wireless
"Yes, the setup dvd disk should take me to wireless freedom in no time (but its not compatible with a Mac), in my case I have a PC (I did try) and a Mac Laptop",wireless
"Cant make it work with my other wireless router, customer service has such an attitude it blew me away",wireless
"All they did was screw up my entire wireless system and were completely rude! [did, was, screw, were] [entire, wireless, rude]
",wireless
"It is good at working *sometimes*, but if you need reliable wireless connectivity, and download often, look elsewhere",wireless
This is one of the most popular wireless routers which comes with impressive features,wireless
"11n wireless The slower speed of the *old* DSL router is not relevant since it only serves as a broadboand router for DSL, and you don't need a Gigabit connection to the Internet anyway",wireless
Bought this router for my Xbox 360 and so others in my house could get wireless,wireless
While their wireless was fine I am having a pain trying to configure it with my xbox,wireless
"It's not my computer, because it works great on other wireless networks, just not ones that use this particular router as an access point",wireless
now wireless for me is  available,wireless
"Then you have to set up your wireless security in stages, first the repeater then your wireless access point",wireless
I had an old Linksys wireless access point and there was no firmware support for WPA,wireless
So in order to use this I had to buy a new wireless router,wireless
"Also, this thing needs to be power cycled occasionally because it seems to loose the ability to sync to the wireless router",wireless
"To make matters worse, every time I try to change a wireless configuration, the router would halt 2 minutes, then shut off the wireless automatically for no particular reason! [make, try, change, halt, shut] [wireless, wireless, particular]
",wireless
I would then have to turn the wireless back on manually,wireless
"Here's my question for you techies at Netgear-- why is it that the wireless for these two router turn off automatically after I configure anything on it? [is, turn, configure] [wireless]
",wireless
I have tried two wireless routers to date with my IBM Thinkpad w/ Centrino wireless,wireless
"Linksys technical support even tried to dump me off to IBM technical support, but I just didn't buy it, considering my wireless connections have been fine elsewhere",wireless
"I have also seen many websites offering this suggestion and that, tweaking the connection software, upgrading firmware, blah blah blah, but honestly, how hard does it have to be to get my wireless network up and running",wireless
"I was shocked, then, when I bought this router and a netgear wireless card and was up and running in minutes",wireless
"For 3 months, it worked wonderfully, and I'm now hooked on wireless",wireless
"I purchased a wireless router from them and, truth be told, it never really worked right",wireless
"Yes, it is wireless, and very cool if you don't have to go through any serious walls",wireless
"I bought the BEFW11S4 (their wireless router), and couldn't get it to install with my DSL modem",wireless
I am very disappointed in the range of this wireless product,wireless
And some days I cannot get both the wired and wireless connections to work at the same time,wireless
<p>In fact I'm sitting here now creating this review while connected with a wireless connection and I can tell you without hesitation that this unit,wireless
"(I've changed my router's address slightly to reduce conflicts with neighbors' wireless networks, so I tried lots of variations on the address to try to get it to work",wireless
"I spent another couple of hours working on it before I brought the extender into the other room, connected to it via my wireless card, and realized that it was actually working",wireless
"Fair wireless connection throughout the house (though the ""through-the-walls"" range is NOT what is what Link-Sys purports it to be)",wireless
I pulled out my wireless card from my laptop and left it at home,wireless
"I bought this wireless router because of the great deal on the rebate, and replace my older 11Mbps MR814v2 wireless router which worked like a champ",wireless
"Neither the wireless or wired clients will be able to ""ping"" the router",wireless
"Unfortunately my old router died and my new one works great but does not have all the abilities to adjust everything my old one did and so I am broadcasting to the world today, I am looking into a Wireless Access Point that I can add to my existing network wirelessly (not much out there that does what this thing does) so it's a tuff decision, make no mistake I have used it for years but always with work-around for minimal security",wireless
I set the wireless router up according to the instructions in order to add a notebook computer to my AOL account,wireless
"I have invested far too many hours in getting my network to where it should be and right now I still don't have the nerve to set up my WPA encryption, for fear that the expander will stop communicating with my wireless router",wireless
"I don't know how far the wireless routers are supposed to work, but this one only works a few feet",wireless
Buying this wireless router turned out to be the singularly most frustrating experience I've ever encountered with any product,wireless
I have a NetGear wireless router in my other home that works like a dream,wireless
While router has to be reset several times a day for wireless to connect,wireless
It sould have occurred to Linksys that there might be a few of us who are new to wireless,wireless
Tonight the tech guy told me it has to be my brand new Sony Vaio (skillfuly avoiding the fact that the VAIO has been working wireless for several days),wireless
they can't diagnose if it's the access point or the wireless PC card,wireless
I bought this product knowing little about wireless routers and its functions,wireless
"""of course not,"" i said, ""if i were, i wouldn't need wireless, i'd just hook it to a cable",wireless
"but then what's the point of wireless? ['s] [wireless]
",wireless
11b wireless ADSL router with four-port switch was used as the switch in between the source and destination computers,wireless
"I have had no trouble connecting to a Netopia ADSL router nor a Linksys WRT54GL router with my wireless card in WPA-PSK mode, so WPA-PSK support on this router must be buggy",wireless
"I have 1 wired computer, 3 wireless, 1 wired laser printer, and a wired Slingbox",wireless
"The latest firmware release for this router has the IPSec passthrough enable in the router menu but in exchange for this feature (apparently), the wireless network PC cards in my other computers became inoperable",wireless
A second issue is the advertised operating range for the wireless routers,wireless
"If you have intervening walls or other obstructions between a wireless PC network card and the router, ie,",wireless
"OK, I paid a small price for it, the wireless side works pretty well, I'll deal with it",wireless
"Easy setup and great wireless range, but what good is it if it jacks up your internet connection and you can't use its features? [is, jacks, use] [great, wireless]
",wireless
"I don't know what has happened - it's never been easy to set up but now it is absolutely impossible to connect using this router, the same computer and wireless adapter",wireless
Part of the problem is may be MS and my wireless G constantly fighting for control,wireless
"Now that we use the Internet more often though, like playing online games, using IM with voice, connecting wirelessly from my Pocket PC, etc",wireless
"They did have me separate the cable modem and wireless AP, saying they use the same frequency and may interfere with each other",wireless
If you live in an apartment - get a router that has a Dual Band feature and only run your wireless off of the 5 ghz band,wireless
After installing the repeater which is suppose to boost the signal strength it turned out that it only got 10% better than my existing wireless signal,wireless
So I still have to connect to the original wireless network that I am trying to fix w/ this repeater,wireless
"To throw gas on the fire, the network kept getting lost on wired or wireless devices",wireless
"OK, the Internet link worked, but wireless still doesn't",wireless
"Mine repeatedly dropped the wireless connection, and gave terrible download and upload speeds even with wired PCs",wireless
After one started dropping out each night (refuses wireless connections) I replaced it with a newer one of the same model,wireless
"If all you need is a wireless router to connect to the internet, this is great",wireless
Setup was surprisingly easy and we had wireless access throughout the house for his Windows machines,wireless
So when I wanted wireless access in my apartment I bought one for myself,wireless
My Linksys router and an older Belkin wireless B router connected fine with the LG player with no issues at all,wireless
"The good part is that it does extend your network ""reach"" after you jump through the hoops configuring it for your wireless network",wireless
"Sometimes I have to reboot just so my wireless devices can ""see"" the extender",wireless
Spend the extra $20-30 and get a different range extender / wireless repeater,wireless
The range is just awesome without weak signals but in this model I have reserved complaint for the fact that my wireless printer was being blocked,wireless
I bought this to extend the range of the wireless network in the house I live in,wireless
"""  Seriously, if I wanted that kind of hassle, I'd have stuck with dial-up and not bothered trying to go wireless",wireless
Internet stops working once in a while for both corded and wireless connections,wireless
I've spent most of the last three days trying to get a Netgear wireless home network up and running,wireless
"Cons: it will lose connection and from then on the wireless connection on all bands will have a short range, like 1m or less",wireless
Finally searched and destroyed any registry items related to linksys and wireless,wireless
I bought this wireless router about 6 months ago believing it is Windows XP compatible,wireless
"You can find better wireless routers from other vendors, and make sure they support UPnP",wireless
Even Netgear support rep agreed that there is a bug in the firmware which makes the router drop connection with the internet (wired and wireless),wireless
"It's a good wired router, but not good wireless router",wireless
"Out of the blue it will just stop sending a signal out, everything you have connected to it wireless has no signal",wireless
used a linksys wireless g for a few years and found its performance acceptable,wireless
Purchased unit at the suggestion of CISCO sales rep after inquiry on home network set up and getting my CISCO wireless router to cover the whole house,wireless
"Buyer beware: Linksys is misleading regarding this product, it says that it supports the wireless router WRT54G at the 2",wireless
My wireless network runs WPA encryption and cannot revert to WEP encryption so I cannot use this paperweight called the WRE54G,wireless
I have it connected to a cable modem on the internet side and a wired desktop and a wireless notebook on the local side,wireless
Wired or wireless,wireless
I'm not even talking about using the wireless finctionality,wireless
"<p>I am still not sure as to which device is the culprit, but I did manage a work around by using a cross over cable from the ADSL router into the switch (LAN) portion of the wireless device",wireless
I then just put in static IPs since this is the only place I will probably be using the wireless aspect,wireless
"Anyone got any suggestions for reliable wireless routers? [got] [reliable, wireless]
",wireless
Too late to return the unit and 3 wireless cards - stuck with the thing,wireless
"I couldn't get it to work with any of my wireless peripherals, from a Slingbox device to a wireless repeater to a powerline adaptor",wireless
Nor could anyone I know get their laptop to join the router's wireless network,wireless
I purchased this wireless router after much online research and speaking with D-Link Customer Service BEFORE I purchased it online at Amazon,wireless
D-Link confirmed that I could add this wireless router downstream to my existing D-Link DLG-4100 router to establish a Wi-Fi network in my house,wireless
"After opening the box and trying for an hour unsuccessfully to accomplish this, I called D-Link technical support twice -- only to find out eventually that I need a wireless bridge instead! [opening, trying, accomplish, called, find, need] [technical, wireless]
",wireless
] The key with the D-Link is to reassign the LAN IP address for the second wireless router to 192,wireless
"Rather than disabling the DHCP Server on the second router (as the Linksys webpage says to), which would eliminate dynamic IP address assignment for the wireless devices connected to the second wireless router), instead simply change the local IP range for the two routers to 192",wireless
I have tried two wireless routers to date with my IBM Thinkpad w/ Centrino wireless,wireless
"Linksys technical support even tried to dump me off to IBM technical support, but I just didn't buy it, considering my wireless connections have been fine elsewhere",wireless
"I have also seen many websites offering this suggestion and that, tweaking the connection software, upgrading firmware, blah blah blah, but honestly, how hard does it have to be to get my wireless network up and running",wireless
At that point the we couldn't connect to the router via wireless (only by wired connection),wireless
<p>The drivers for the Linksys wireless network card aren't much better,wireless
The setup utility occassionally crashes under Windows 2000 when trying to change wireless channel settings,wireless
It really expands the range of your wireless network without having to buy additional AP's or stronger antennas,wireless
"Before even opening the device and taking it out of the box, make sure that your wireless network meets these conditions",wireless
Make sure the device you will be configuring it with is connected to the wireless network you will be expanding,wireless
plug the provided cat5 cable from the repeated to your existing wireless router,wireless
Make sure the network you are plugging it into is the same network as the wireless network it will be repeating,wireless
Go ahead and setup your wireless security as it will be the way you want it set up on your router,wireless
Once you have setup the wireless the way you want to and have saved,wireless
Also log into your wireless router and make sure the repeater is connected to it,wireless
"There should be options when running the setup wizard if your network is/is not secure, if/if not the ssid is broadcasting, etc so it can find it without you having to change your entire wireless setup back and forth",wireless
"have over the years provided capabilities that Linksys themselves didn't put in the box on their own, such as having routers that link up over the wireless connection, or routers that can work well in P2P applications with hundreds of active connections",wireless
Replaced a 5 year old wireless router with this with the promise of  improved performance,wireless
"I verified with Linksys tech support that Version 1 does not support WPA security, which I have installed on my wireless network",wireless
Here's why:<p>I'd never configured a wireless accessory before buying this router for my new Powerbook,wireless
"Based on my experience, I suggested that my not-so-technically-minded father in-law get one so he could create a wireless network in his house",wireless
Perhaps helpful in specific situations but since it's broadcasting broadly you may inadvertently downgrade your wireless connections,wireless
It was an awful first experience for a home wireless network,wireless
"When only 1 wireless is connected, the wireless router coughs a lot (intermitten connection)",wireless
"Own two of these in separate homes, both version 6 -- both have to constantly be reset/power-cycled because the wireless connection goes dead",wireless
"Directly connected to the modem, speed tests indiciated ~4800kbps, directly connected to the router ~2500kbps, and wireless through the router ~1700kbps",wireless
"Neither the wireless autoconfiguration or ""wired"" setup worked, with or without WEP enabled on the Linksys wireless router (the Linksys Setup utility would not run, on Windows XP, no explanation by Linksys support)",wireless
"After 1 1/2 hours on the phone with Linksys manually configuring it, still got no increase whatsoever in wireless signal range (I am not convinced it was ever configured correctly)",wireless
"This one was set up in a "" tough environment"" Expanding a wireless network in a bldg with concrete floors through which wireless signals do not penetrate",wireless
I ran a permanent cat Ve wire to this extender and it does extend the wireless network although it is somewhat flaky,wireless
however instead of trying to help me get the wired connection working they insisted again on only trying to go through getting the wireless connection working,wireless
"Having just spent hundreds of dollars getting the wiring installed and having gone through the wireless issue for weeks on the phone 4+ months ago I had no interest in the wireless connection whatsoever! [Having, spent, getting, installed, having, gone, had] [wireless, wireless]
",wireless
I wasted a day trying to get wireless to work on this thing,wireless
My new wireless router (Linksys WRT54GC) port forwarded right out of the box and has been running without any problems whatsoever,wireless
I just received the wireless g router and notebook adapter card,wireless
I cannot get the wireless portion to work,wireless
I live in a highrise appartment building in New York City and have had significant problems with this wireless setup on the 802,wireless
I recently moved from an apartment to a house and my wireless router is in the basement,wireless
"When I upgraded the firmware to the latest version, the router started dropping wireless connections, rebooting randomly, etc",wireless
Let me start off by saying that I finally decided to replace my Belkin Pre-N router that I purchased in 2006 because of frequent connectivity issues with my wireless devices,wireless
"After receiving my DIR-655 I was really impressed with how well this router worked with all of my wired and wireless devices in my house (PC, Xbox 360, PS3, Wii, Roku, and Laptop)",wireless
It may be cheaper to CAT5 wire the home before you experiment with wireless,wireless
"I have had several frustrating hours on the phone with Linksys support - all have tried to help but end up with suggesting I return the unit, which I guess I will do one more time as wireless home networking is such a good idea! [have, had, frustrating, have, tried, help, end, suggesting, return, guess, do, is] [several, more, wireless, such, good]
",wireless
Problems seem to be in getting wireless-equipped notebooks talking to the hub - hard wired connections to the hub work fine,wireless
Just wanted to share thoughts on my recent experience with the DLink Xtreme-N Gigabit wireless router,wireless
"This is the sixth router I have had to deal with at home the past few years, so I have had experience primarily with Netgear and Linksys wireless router products",wireless
Typical wireless set-up where I got confused by myriad of optional settings and configurations,wireless
It is a constant frustrating battle to use wireless at our home,wireless
00 new so I will say when I first got it it worked great until I reset it to because I forgot my password for my wireless connection,wireless
I use a Linksys wireless router and it still gives me many problems even after 2yrs,wireless
I really didn't need wireless because I have ethernet cables,wireless
"But, I really needed to install the software in order to turn off wireless feature (for security) and/or put in password so neighbors could not hi-jack my connection",wireless
"Instead, I got an old-fashioned wired-type Linksys router (with 4-port ethernet switch built-in) without any wireless feature, bought at a local Office Depot for $17 more, but it was worth it",wireless
"There's no wireless feature to disable on this Linksys model, so I aborted the Linksys software installation",wireless
"1/ interface and they got my Internet connection to work, but they could not solve my wireless connectivity issues, even after several phone calls and talking to several support staff",wireless
"If you are trying to connect wirelessly thru an older PC, find newer drivers for your built in wireless network adapters",wireless
"Both of my Toshiba laptops had the same 80211b wireless network adapter drivers installed, but one version of the driver was 6 months newer than the other",wireless
"On the good side, our wireless connections have gone from weak and good on our old router to very good and excellent now on this router",wireless
This isn't a bad router but if you are planning to use it to access via VPN (to access an account at work for example) using a wireless card you are out of luck (for now),wireless
It wil not work with a wireless card to access your VPN network (hard-wire WILL work),wireless
"I've had dozens of ""discussions"" with my wife about the poor, or lack of wireless coverage in our pre-war co-op",wireless
feet yet its almost impossible to get full wireless coverage from my Linksys wireless 54g router from end to end(forget about videos or large email files),wireless
"Plus: easy setup, great parental controls, fairly good wireless coverage Minus: both the wired and wireless connections dropped intermittenly",wireless
I bought this from Best Buy where the staff informed me this was the most popular wireless router with 802,wireless
I now use [a wireless interent service] when I leave the office with the laptop,wireless
"I had a Netgear RT-314 router that ran continuously for nearly 5 years without failing before going wireless with this router, so I'm really bummed that Netgear would produce such a problem-ridden router that so many people are dissatisfied with",wireless
"<p>First, let me preface this by saying that I've been doing networks for years, and currently work for a wireless company",wireless
"), and decided to try out a whole new system with a Belkin router and two Belikn USB wireless adapters",wireless
"You'd think from the other reviews on this web site that Belkin wireless products were inferior, but I discovered the opposite to be true",wireless
It would randomly drop its connection back to the wireless router it was connecting with,wireless
I never got a chance to try the wireless,wireless
Switched everything to G and still it drops the connection with any mid / heavy wireless usage pattern,wireless
"I've probably owned 15 of their devices, including wireless routers, without any failures",wireless
"Both DIR-655 routers in a small office had reliability issues:  both routers constantly did wireless restarts, breaking the existing wireless connections each time it restarted",wireless
"These new routers, the DIR-655 and the DIR-628, have extremely fast and powerful wireless systems",wireless
The wireless aspect of the router seems to work good,wireless
I have my router on the 2nd floor and am able to get a good link from my basement (I'm using a LinkSys PCMCIA wireless card),wireless
"You can NOT easily upgrade an existing wireless network with this router, nor is it easy to start a brand new network",wireless
I replaced a Linksys wireless router in the same spot and signal strength is half or less,wireless
"Unless you're an expert with setting up wireless routers, I implore you to not buy this",wireless
Problem occurs with the wireless devices attached,wireless
"If you do port forwarding (games, whatever) they do NOT work on your wireless devices",wireless
"If you want wireless, this router will do the job nicely",wireless
"Fine if you're controlling your kids, but not so fine if what you want is to positively designate the computers that are allowed to use the wireless system in your home (to avoid hacking)",wireless
I finally upgraded my old wireless router so that more of my house would have good coverage,wireless
"DHCP over the wireless though the expander is sluggish to say the least, at least in the case of mixed-mode Ethernet",wireless
I ran Wireshark on my wireless laptop while attempting to connect with my PSP to the wireless and noticed 2 second response times,wireless
You may want to consider manually configuring all IP address parameters for all wireless devices to ensure they connect quickly to the network - although the more devices you have the more you'll need to keep track of,wireless
"The wireless parameters are on a sub-page in the configuration utility, so change those first to match your existing wireless network's parameters",wireless
"Overall, it does expand my network and gives me higher signal quality, especially when I run my microwave and washing machines which usually interfere with the wireless to some degree",wireless
I'm back to only one wireless access point and deal with the microwave / clothes washer when it is switched on,wireless
"I have Windows XP  with sp2, my internet was working fine with just the modem, but wanted to go wireless",wireless
The wireless interface of my BEFW11S4 ceased working approximaty 5 months after purchasing the unit,wireless
Worked well with both Netgear and SMC wireless cards,wireless
I have purchased a D-Link DIR-655 Extreme N Gigabit Wireless Router which is capable of 4 hardwired connections to it as well as wireless connections,wireless
The setup was painless and my connections (wired and wireless) are working,wireless
This is no more than a plain vanilla wireless router with 4 wired ports,wireless
The wireless laptop operating through one wall and about 20 feet away was only seeing 350 or 400 Kbps,wireless
"Frequently, on both a wired and wireless connection, the connection would drop or slow to unbearable speeds",wireless
"The wireless range of the WGR614 is only decent, and although it operates under 802",wireless
I have multiple routers and would recommend the D-Link wired or wireless routers over the listed router,wireless
There are some upsides and down sides to this wireless router,wireless
"Many other reviewers here have said it, and they're all right: the wireless connection on this device randomly drops",wireless
"I have tried moving the router to a different physical location, changing the wireless communication channel, and upgrading the firmware from the Netgear website",wireless
"I own a Netgear wireless router, and Linksys happily informed me that it the range expander could not work as a repeater with that access point",wireless
"Now, again, I am an 'early adopter' of a Linksys product - the Linksys 54G wireless broadband router - and, deja vue, I am back where I was with problems with this latest piece of Linksys technology",wireless
"I then set up the Linksys wireless-G notebook adapter and was, for a short time, able to access the internet until my laptop froze and I had to reboot",wireless
"After rebooting, no recognition of the wireless network",wireless
I'm very much pissed off with this crap product LinkSys wireless-B router,wireless
One other infrequent problem I've had is occasionally the WRT54g will start dropping most wireless packets until it gets a power reset,wireless
I'm very curious to see if others have had the same poor wireless performance I've seen,wireless
I purchased this wireless router so I can use my laptop  downstairs and the opposite side of the house from the router,wireless
It doesn't have any stronger of a signal than the cheap wireless router I was using,wireless
"I have two linksys routers, one wireless g, and the other cabled",wireless
"<p>Someone please make a mac compatible wireless solution! [please, make] [compatible, wireless]
",wireless
Every configuration change requires a reboot which takes 30 seconds and if you are attemping to do this over wireless it is a royal pain in the butt,wireless
I have it behind my linksys wireless G router and occasionally causes a broadcast storm beating the living crap out of my LAN,wireless
my laptops saw the network but wouldnt connect my wireless bridge(netgear)wouldnt connect either,wireless
"Spend the extra $ and go w/the Airport--I've spent days on the  phone w/linksys tech support, Mac support, and fussing for hours, and I still can't get a wireless connection from my laptop to the router",wireless
"After two hours on the phone with Linksys tech support, I was able to get the Ethernet ports working again - but not the wireless",wireless
I've commiserated with many others who've had nothing but trouble with their Linksys wireless products,wireless
"<p>Now I have a new D-Link wireless router, and it works great",wireless
I purchased the Netgear WGR614 mainly because of its ability to limit access to the wireless network via a MAC address along with using Wep encryption,wireless
"My old SMC Barricade Router only used Wep encryption, but had a solid wireless connection",wireless
"But until they resolve the issue that wires down their wireless modem, I can't possibly justify giving the BEFW11S4 more then two stars",wireless
When I get my newer laptops online they are very fast for a wireless network system,wireless
"My older Microsoft ""G"" wireless router never dropped out",wireless
"On my old d-link router I had excellent speed (wired desktop, wireless desktop and 5 laptops), but only one of the ports in the back worked - whenever I'd want to swap to xbox or bluray dvd (neither of which I had the wireless option for) I'd have to swap out the cables",wireless
"I would stay connected via wireless however it would randomly say "" No Internet Connection """,wireless
It became worse each day until I was literally sitting right next to the router and only showing two wireless bars on my laptop ( which is a brand new MacBookPro by the way ),wireless
"But the DIR-655 did not work as well and now only the wired ports work, the wireless will not work longer than 60 seconds or so before it fails again",wireless
"The bad one needs unplugged/replugged as it appears to lose power and all associated connections, wired/wireless",wireless
I thought to myself that it was the notebook card and I needed a new system anyway so I purchased a desktop with an internal (MSoft) wireless adapter,wireless
"When I plugged in the power , after 10 seconds the router would lose the WLAN mac address and then no wireless clients could connect anymore",wireless
"I had been using a Dell wireless router for nearly six months, but when we began having some connection speed problems, Dell said it NEVER should have worked with Charter Pipeline (my cable provider)",wireless
They recommended I buy the Linksys wireless router,wireless
I am going to try to set up a wireless print server also,wireless
I upgraded from a wireless g to the n so I could get a better picture on my Roku,wireless
I pulled out my old Linksys wireless g router and the internet is working fine,wireless
"For consumer grade wireless router, I should have stayed with LinkSys",wireless
"128bit WEP works well with my multiple devices, a wireless-g laptop and a 802",wireless
Managed all on my own and here's what I learned and wished I had done: --REVIEW your laptop's wireless network features from the Windows + Dell Help & Support menus + system info before installing a router,wireless
I would not reccommend this router for anyone who uses a wireless connection a lot,wireless
But that's only part of why you buy a wireless router,wireless
"We decided to share our DSL line, and the IT guys at work suggested that Linsys had a good reputation, so we ordered their wireless router and a USB wireless adapter",wireless
We then bought the Microsoft wireless rrouter and it installed without a hitch,wireless
"I was then transferred to an incredibly incompetent ""technician"" who made me change wireless settings when I clearly told him that the connection between my computer and the router is actually wired",wireless
"Whatever you do don't try to use a PC and an Apple on the same wireless network, they don't have the software to cover that",wireless
We ended up going with a Westell wireless router and have had no problems (straight from the box),wireless
"However, I run two wireless laptops and both have frequent issues with disconnections",wireless
I have to continuously reset this router so that my wired devices will be recognized by my wireless laptop,wireless
My $40 NetGear wireless router never had a problem; this thing is grossly overpriced for the quality & reliability,wireless
Then the wireless networking worked but the wired networking failed,wireless
It drops my connection on a daily basis and even minor changes to the wireless settings must be done after reverting to factory default,wireless
I bought this router back in Feb or March 05 & put it to use with my mixed network of MACs & PCs and wired & wireless connections,wireless
I finally disconnected it & used one of my wireless routers down stream to do the job,wireless
I have never had this problem with any other wireless connection,wireless
<p>I'll be returning this and moving on to the next wireless router (we already tried and returned a D-Link DI-614+),wireless
I am able to surf the web or do normal day to day wireless activities pretty much anywhere in the house,wireless
These are laptops that virtually live on a wireless network,wireless
The work computer is primarily wireless at work all day and practically flawless,wireless
Even the Xbox 360 seems to have issues staying connected to the wireless network,wireless
I have to hard power cycle the router to get the wireless to come back up,wireless
About 6 months ago I bought the Linksys wireless router with speed boost for my house,wireless
Set it up easy enough and had great connection with the wireless in the room it was set up in,wireless
Now recently a friend wanted me to set up a wireless network at their house,wireless
The DIR-655 installed without a hitch and works well with several Linksys wireless G adapters I have,wireless
"The biggest disappointment is that although the DWA-130s reports that they are attached to the router at 130 MBPS, the effective transfer speed to the network-attached storage box that's plugged into an Ethernet port on the DIR-655 is somewhat slower than it was using the 56 MBPS wireless-G router and adapter that this setup replaces",wireless
"Not only that, my wireless n/w goes kaput; the movie I was watching on Netflix stopped working",wireless
"Some times it loses the wireless connection, may be it is only my router and in this case I always make the reconnection",wireless
"Worked fine with a Linksys G wireless router, but when I switched to a DLink router (the Linksys died from a power surge), the Expander become unreliable, frequently dropping the signal & requiring repeated setups",wireless
"Works well if you have a Linksys G wireless router and an area of poor coverage in your house, otherwise don't bother",wireless
"The linksys worked like a champ for the past 2 years, but I now have a wireless laptop to roam about the casa",wireless
I figured wireless-G was the way to go instead of feneygling with Cat-5 ethernet cable over 50 feet,wireless
"Well, the problems began soon after I installed the netgear router; the wireless laptop AND a wired desktop kept loosing the internet",wireless
"This is the second Linksys wireless device I've tried, and neither was worked for me",wireless
"I followed the directions carefully, and after about the 6th location in my house, I got the two flashing blue lights to go steady indicating it found my household wireless signal",wireless
"Using the supplied software, it was unable to insert itself because said heavy handed s/w would trash my wireless network before it could connect to it",wireless
"Ever since I packed up the WRE54G, my laptop's wireless has been down",wireless
My modem and wireless router is fine,wireless
other computers can log on via wireless with no problems,wireless
"If anyone has a suggestion about which wireless settings may have been corrupted, please chime in",wireless
We have had this wireless router for over a year when suddenly it started dropping the connection,wireless
)  Then I realized this started happening when he got his new PDA which connects to our wireless router,wireless
The problem does not occur when he connects to the wireless router but as soon as he disconnects either the PDA or work laptop then I can not connect with our home laptop computer,wireless
We have the mac addresses for the PDA and his work computer configured in the wireless router and the problem continued,wireless
<p>A wirelessly connected laptop that is usually operated one story downstairs and two rooms away (about 40 feet straightline) from the router unit usually connects at 2MBPS,wireless
"In fact, I use a Linksys wireless router at home with a Linksys cable modem and have never had any problems",wireless
The main problem with this router and most wireless devices is a dropped connection,wireless
) It seems many people are not familiar enough wireless networks to find out that 802,wireless
"Microwaves, Bluetooth devices, and even other wireless networks can cause enough interference",wireless
"Whether you're directly connected to it via Ethernet or using the wireless connectivity, the connection goes dead every half hour",wireless
"Linksys appears to be doing nothing about this problem, and the only solution that's been found anywhere is to put a network switch between your computer and the router, but that still doesn't help the connection drop on the wireless which, needless to say, is a serious problem for a wireless router",wireless
"The router had been out for almost a year before I bought mine and still there was not a fix for the guest network, and not to mention again the daft design choices or not being able to reboot the the device or turn on the wireless without pressing a hardware button",wireless
"Seemed very sensitive to placement relative wireless router: too far it couldn't connect or keep connection, too close it didn't offer much range expansion",wireless
"It frequently resets, and restarting it with autoconfig requires turning off WiFi security, requiring resetting devices  wirelessly connected to network",wireless
"If I hadn't erroneously convinced myself it was helping my network range, I would have returned it within 30 days and purchased a wireless n-router and 802",wireless
At the moment I am using it for wired purposes so I cannot comment on its wireless functionality however wen i start my pc b4 i can get conected 2 the internet i have to unplug my router an plug it bak in again and at times it drops connection,wireless
